2.914306e-05	2.955105e-01
2.623738e-04	2.955103e-01
7.292961e-04	2.955088e-01
1.430833e-03	2.955039e-01
2.368376e-03	2.954924e-01
3.543785e-03	2.954700e-01
4.959405e-03	2.954311e-01
6.618068e-03	2.953691e-01
8.523110e-03	2.952761e-01
1.067838e-02	2.951428e-01
1.308827e-02	2.949585e-01
1.575772e-02	2.947113e-01
1.869223e-02	2.943877e-01
2.189792e-02	2.939727e-01
2.538152e-02	2.934497e-01
2.915044e-02	2.928008e-01
3.321276e-02	2.920065e-01
3.757730e-02	2.910462e-01
4.225363e-02	2.898978e-01
4.725218e-02	2.885387e-01
5.258420e-02	2.869454e-01
5.826190e-02	2.850943e-01
6.429847e-02	2.829624e-01
7.070814e-02	2.805277e-01
7.750629e-02	2.777701e-01
8.470950e-02	2.746720e-01
9.233565e-02	2.712198e-01
1.004040e-01	2.674046e-01
1.089355e-01	2.632232e-01
1.179524e-01	2.586790e-01
1.274791e-01	2.537825e-01
1.375416e-01	2.485522e-01
1.481683e-01	2.430138e-01
1.593895e-01	2.372001e-01
1.712384e-01	2.311495e-01
1.837505e-01	2.249039e-01
1.969645e-01	2.185064e-01
2.109224e-01	2.119978e-01
2.256694e-01	2.054135e-01
2.412550e-01	1.987801e-01
2.577327e-01	1.921132e-01
2.751609e-01	1.854152e-01
2.936031e-01	1.786762e-01
3.131287e-01	1.718757e-01
3.338133e-01	1.649866e-01
3.557398e-01	1.579806e-01
3.789990e-01	1.508347e-01
4.036904e-01	1.435363e-01
4.299233e-01	1.360880e-01
4.578183e-01	1.285091e-01
4.875081e-01	1.208343e-01
5.191393e-01	1.131109e-01
5.528745e-01	1.053935e-01
5.888936e-01	9.773834e-02
6.273970e-01	9.019862e-02
6.686076e-01	8.281997e-02
7.127744e-01	7.563807e-02
7.601762e-01	6.867793e-02
8.111258e-01	6.195529e-02
8.659751e-01	5.548013e-02
9.251212e-01	4.926176e-02
9.890135e-01	4.331436e-02
1.058162e+00	3.766140e-02
1.133149e+00	3.233711e-02
1.214637e+00	2.738385e-02
1.303388e+00	2.284567e-02
1.400281e+00	1.875967e-02
1.506328e+00	1.514803e-02
1.622709e+00	1.201348e-02
1.750797e+00	9.339669e-03
1.892204e+00	7.095992e-03
2.048828e+00	5.245008e-03
2.222919e+00	3.749168e-03
2.417161e+00	2.573901e-03
2.634771e+00	1.685793e-03
2.879639e+00	1.047784e-03
3.156498e+00	6.159411e-04
3.471157e+00	3.414465e-04
3.830807e+00	1.771671e-04
4.244433e+00	8.436645e-05
4.723383e+00	3.548158e-05
5.282152e+00	1.246261e-05
5.939494e+00	3.446005e-06
6.720010e+00	7.279846e-07
7.656491e+00	1.231093e-07
8.793408e+00	1.832016e-08
1.019230e+01	2.155374e-09
1.194026e+01	1.269869e-10
1.416386e+01	1.936905e-12
1.705268e+01	2.932591e-15
2.090112e+01	7.943028e-20
2.618646e+01	1.311859e-27
3.372436e+01	9.923558e-42
4.500340e+01	1.699929e-69
6.298071e+01	3.378092e-130
9.423763e+01	7.357926e-284
1.559861e+02	0.000000e+00
3.060350e+02	0.000000e+00
8.506569e+02	0.000000e+00
7.658432e+03	0.000000e+00
